g_id,g_level,g_maxTick,g_seed,g_size,p1_id,p1_version,p1_lastTick,p1_score,p2_id,p2_version,p2_lastTick,p2_score,p3_id,p3_version,p3_lastTick,p3_score,p4_id,p4_version,p4_lastTick,p4_score
1637149110,3,1000,973,19,1,final_v2@600,1093,2478,2,final_v3@600,1093,2410,3,final_v4@600,1093,2770,4,local@600,1093,2590
1637149630,4,1000,429,21,1,final_v2@600,1112,2774,2,final_v3@600,1112,2898,3,final_v4@600,1112,2516,4,local@600,1112,2444
1637150169,8,1200,574,21,1,final_v2@600,1312,2682,2,final_v3@600,1312,2590,3,final_v4@600,1312,2666,4,local@600,1312,2710
1637150736,8,1200,79,21,1,final_v2@600,255,382.6000061035156,2,final_v3@600,1312,2208,3,final_v4@600,1312,2518,4,local@600,316,735.9199829101562
1637151273,6,900,737,21,1,final_v2@600,1012,2334,2,final_v3@600,1012,2458,3,final_v4@600,269,1113.0400390625,4,local@600,504,1682.6400146484375
1637151742,9,1000,326,21,1,final_v2@600,1111,2050,2,final_v3@600,1112,2302,3,final_v4@600,1112,2186,4,local@600,1112,2102
